ADM2 Code;City;ADM1 Code;State;ADM0 Code;Country;Country Code
30791;Sandusky;3249;Ohio;259;United States of America;US
30792;Scioto;3249;Ohio;259;United States of America;US
30793;Seneca;3249;Ohio;259;United States of America;US
30794;Shelby;3249;Ohio;259;United States of America;US
30795;Stark;3249;Ohio;259;United States of America;US
30796;Summit;3249;Ohio;259;United States of America;US
30797;Trumbull;3249;Ohio;259;United States of America;US
30798;Tuscarawas;3249;Ohio;259;United States of America;US
30799;Union;3249;Ohio;259;United States of America;US
30800;Van Wert;3249;Ohio;259;United States of America;US
30801;Vinton;3249;Ohio;259;United States of America;US
30802;Warren;3249;Ohio;259;United States of America;US
30803;Washington;3249;Ohio;259;United States of America;US
30804;Wayne;3249;Ohio;259;United States of America;US
30805;Williams;3249;Ohio;259;United States of America;US
30806;Wood;3249;Ohio;259;United States of America;US
30807;Wyandot;3249;Ohio;259;United States of America;US
30808;Adair;3250;Oklahoma;259;United States of America;US
30809;Alfalfa;3250;Oklahoma;259;United States of America;US
30810;Atoka;3250;Oklahoma;259;United States of America;US
30811;Beaver;3250;Oklahoma;259;United States of America;US
30812;Beckham;3250;Oklahoma;259;United States of America;US
30813;Blaine;3250;Oklahoma;259;United States of America;US
30814;Bryan;3250;Oklahoma;259;United States of America;US
30815;Caddo;3250;Oklahoma;259;United States of America;US
30816;Canadian;3250;Oklahoma;259;United States of America;US
30817;Carter;3250;Oklahoma;259;United States of America;US
30818;Cherokee;3250;Oklahoma;259;United States of America;US
30819;Choctaw;3250;Oklahoma;259;United States of America;US
30820;Cimarron;3250;Oklahoma;259;United States of America;US
30821;Cleveland;3250;Oklahoma;259;United States of America;US
30822;Coal;3250;Oklahoma;259;United States of America;US
30823;Comanche;3250;Oklahoma;259;United States of America;US
30824;Cotton;3250;Oklahoma;259;United States of America;US
30825;Craig;3250;Oklahoma;259;United States of America;US
30826;Creek;3250;Oklahoma;259;United States of America;US
30827;Custer;3250;Oklahoma;259;United States of America;US
30828;Delaware;3250;Oklahoma;259;United States of America;US
30829;Dewey;3250;Oklahoma;259;United States of America;US
30830;Ellis;3250;Oklahoma;259;United States of America;US
30831;Garfield;3250;Oklahoma;259;United States of America;US
30832;Garvin;3250;Oklahoma;259;United States of America;US
30833;Grady;3250;Oklahoma;259;United States of America;US
30834;Grant;3250;Oklahoma;259;United States of America;US
30835;Greer;3250;Oklahoma;259;United States of America;US
30836;Harmon;3250;Oklahoma;259;United States of America;US
30837;Harper;3250;Oklahoma;259;United States of America;US
30838;Haskell;3250;Oklahoma;259;United States of America;US
30839;Hughes;3250;Oklahoma;259;United States of America;US
30840;Jackson;3250;Oklahoma;259;United States of America;US
30841;Jefferson;3250;Oklahoma;259;United States of America;US
30842;Johnston;3250;Oklahoma;259;United States of America;US
30843;Kay;3250;Oklahoma;259;United States of America;US
30844;Kingfisher;3250;Oklahoma;259;United States of America;US
30845;Kiowa;3250;Oklahoma;259;United States of America;US
30846;Latimer;3250;Oklahoma;259;United States of America;US
30847;Le Flore;3250;Oklahoma;259;United States of America;US
30848;Lincoln;3250;Oklahoma;259;United States of America;US
30849;Logan;3250;Oklahoma;259;United States of America;US
30850;Love;3250;Oklahoma;259;United States of America;US
30851;Major;3250;Oklahoma;259;United States of America;US
30852;Marshall;3250;Oklahoma;259;United States of America;US
30853;Mayes;3250;Oklahoma;259;United States of America;US
30854;McClain;3250;Oklahoma;259;United States of America;US
30855;McCurtain;3250;Oklahoma;259;United States of America;US
30856;McIntosh;3250;Oklahoma;259;United States of America;US
30857;Murray;3250;Oklahoma;259;United States of America;US
30858;Muskogee;3250;Oklahoma;259;United States of America;US
30859;Noble;3250;Oklahoma;259;United States of America;US
30860;Nowata;3250;Oklahoma;259;United States of America;US
30861;Okfuskee;3250;Oklahoma;259;United States of America;US
30862;Oklahoma;3250;Oklahoma;259;United States of America;US
30863;Okmulgee;3250;Oklahoma;259;United States of America;US
30864;Osage;3250;Oklahoma;259;United States of America;US
30865;Ottawa;3250;Oklahoma;259;United States of America;US
30866;Pawnee;3250;Oklahoma;259;United States of America;US
30867;Payne;3250;Oklahoma;259;United States of America;US
30868;Pittsburg;3250;Oklahoma;259;United States of America;US
30869;Pontotoc;3250;Oklahoma;259;United States of America;US
30870;Pottawatomie;3250;Oklahoma;259;United States of America;US
30871;Pushmataha;3250;Oklahoma;259;United States of America;US
30872;Roger Mills;3250;Oklahoma;259;United States of America;US
30873;Rogers;3250;Oklahoma;259;United States of America;US
30874;Seminole;3250;Oklahoma;259;United States of America;US
30875;Sequoyah;3250;Oklahoma;259;United States of America;US
30876;Stephens;3250;Oklahoma;259;United States of America;US
30877;Texas;3250;Oklahoma;259;United States of America;US
30878;Tillman;3250;Oklahoma;259;United States of America;US
30879;Tulsa;3250;Oklahoma;259;United States of America;US
30880;Wagoner;3250;Oklahoma;259;United States of America;US
30881;Washington;3250;Oklahoma;259;United States of America;US
30882;Washita;3250;Oklahoma;259;United States of America;US
30883;Woods;3250;Oklahoma;259;United States of America;US
30884;Woodward;3250;Oklahoma;259;United States of America;US
30885;Baker;3251;Oregon;259;United States of America;US
30886;Benton;3251;Oregon;259;United States of America;US
30887;Clackamas;3251;Oregon;259;United States of America;US
30888;Clatsop;3251;Oregon;259;United States of America;US
30889;Columbia;3251;Oregon;259;United States of America;US
30890;Coos;3251;Oregon;259;United States of America;US
30891;Crook;3251;Oregon;259;United States of America;US
30892;Curry;3251;Oregon;259;United States of America;US
30893;Deschutes;3251;Oregon;259;United States of America;US
30894;Douglas;3251;Oregon;259;United States of America;US
30895;Gilliam;3251;Oregon;259;United States of America;US
30896;Grant;3251;Oregon;259;United States of America;US
30897;Harney;3251;Oregon;259;United States of America;US
30898;Hood River;3251;Oregon;259;United States of America;US
30899;Jackson;3251;Oregon;259;United States of America;US
30900;Jefferson;3251;Oregon;259;United States of America;US
30901;Josephine;3251;Oregon;259;United States of America;US
30902;Klamath;3251;Oregon;259;United States of America;US
30903;Lake;3251;Oregon;259;United States of America;US
30904;Lane;3251;Oregon;259;United States of America;US
30905;Lincoln;3251;Oregon;259;United States of America;US
30906;Linn;3251;Oregon;259;United States of America;US
30907;Malheur;3251;Oregon;259;United States of America;US
30908;Marion;3251;Oregon;259;United States of America;US
30909;Morrow;3251;Oregon;259;United States of America;US
30910;Multnomah;3251;Oregon;259;United States of America;US
30911;Polk;3251;Oregon;259;United States of America;US
30912;Sherman;3251;Oregon;259;United States of America;US
30913;Tillamook;3251;Oregon;259;United States of America;US
30914;Umatilla;3251;Oregon;259;United States of America;US
30915;Union;3251;Oregon;259;United States of America;US
30916;Wallowa;3251;Oregon;259;United States of America;US
30917;Wasco;3251;Oregon;259;United States of America;US
30918;Washington;3251;Oregon;259;United States of America;US
30919;Wheeler;3251;Oregon;259;United States of America;US
30920;Yamhill;3251;Oregon;259;United States of America;US
30921;Adams;3252;Pennsylvania;259;United States of America;US
30922;Allegheny;3252;Pennsylvania;259;United States of America;US
30923;Armstrong;3252;Pennsylvania;259;United States of America;US
30924;Beaver;3252;Pennsylvania;259;United States of America;US
30925;Bedford;3252;Pennsylvania;259;United States of America;US
30926;Berks;3252;Pennsylvania;259;United States of America;US
30927;Blair;3252;Pennsylvania;259;United States of America;US
30928;Bradford;3252;Pennsylvania;259;United States of America;US
30929;Bucks;3252;Pennsylvania;259;United States of America;US
30930;Butler;3252;Pennsylvania;259;United States of America;US
30931;Cambria;3252;Pennsylvania;259;United States of America;US
30932;Cameron;3252;Pennsylvania;259;United States of America;US
30933;Carbon;3252;Pennsylvania;259;United States of America;US
30934;Centre;3252;Pennsylvania;259;United States of America;US
30935;Chester;3252;Pennsylvania;259;United States of America;US
30936;Clarion;3252;Pennsylvania;259;United States of America;US
30937;Clearfield;3252;Pennsylvania;259;United States of America;US
30938;Clinton;3252;Pennsylvania;259;United States of America;US
30939;Columbia;3252;Pennsylvania;259;United States of America;US
30940;Crawford;3252;Pennsylvania;259;United States of America;US
30941;Cumberland;3252;Pennsylvania;259;United States of America;US
30942;Dauphin;3252;Pennsylvania;259;United States of America;US
30943;Delaware;3252;Pennsylvania;259;United States of America;US
30944;Elk;3252;Pennsylvania;259;United States of America;US
30945;Erie;3252;Pennsylvania;259;United States of America;US
30946;Fayette;3252;Pennsylvania;259;United States of America;US
30947;Forest;3252;Pennsylvania;259;United States of America;US
30948;Franklin;3252;Pennsylvania;259;United States of America;US
30949;Fulton;3252;Pennsylvania;259;United States of America;US
30950;Greene;3252;Pennsylvania;259;United States of America;US
30951;Huntingdon;3252;Pennsylvania;259;United States of America;US
30952;Indiana;3252;Pennsylvania;259;United States of America;US
30953;Jefferson;3252;Pennsylvania;259;United States of America;US
30954;Juniata;3252;Pennsylvania;259;United States of America;US
30955;Lackawanna;3252;Pennsylvania;259;United States of America;US
30956;Lancaster;3252;Pennsylvania;259;United States of America;US
30957;Lawrence;3252;Pennsylvania;259;United States of America;US
30958;Lebanon;3252;Pennsylvania;259;United States of America;US
30959;Lehigh;3252;Pennsylvania;259;United States of America;US
30960;Luzerne;3252;Pennsylvania;259;United States of America;US
30961;Lycoming;3252;Pennsylvania;259;United States of America;US
30962;McKean;3252;Pennsylvania;259;United States of America;US
30963;Mercer;3252;Pennsylvania;259;United States of America;US
30964;Mifflin;3252;Pennsylvania;259;United States of America;US
30965;Monroe;3252;Pennsylvania;259;United States of America;US
30966;Montgomery;3252;Pennsylvania;259;United States of America;US
30967;Montour;3252;Pennsylvania;259;United States of America;US
30968;Northampton;3252;Pennsylvania;259;United States of America;US
30969;Northumberland;3252;Pennsylvania;259;United States of America;US
30970;Perry;3252;Pennsylvania;259;United States of America;US
30971;Philadelphia;3252;Pennsylvania;259;United States of America;US
30972;Pike;3252;Pennsylvania;259;United States of America;US
30973;Potter;3252;Pennsylvania;259;United States of America;US
30974;Schuylkill;3252;Pennsylvania;259;United States of America;US
30975;Snyder;3252;Pennsylvania;259;United States of America;US
30976;Somerset;3252;Pennsylvania;259;United States of America;US
30977;Sullivan;3252;Pennsylvania;259;United States of America;US
30978;Susquehanna;3252;Pennsylvania;259;United States of America;US
30979;Tioga;3252;Pennsylvania;259;United States of America;US
30980;Union;3252;Pennsylvania;259;United States of America;US
30981;Venango;3252;Pennsylvania;259;United States of America;US
30982;Warren;3252;Pennsylvania;259;United States of America;US
30983;Washington;3252;Pennsylvania;259;United States of America;US
30984;Wayne;3252;Pennsylvania;259;United States of America;US
30985;Westmoreland;3252;Pennsylvania;259;United States of America;US
30986;Wyoming;3252;Pennsylvania;259;United States of America;US
30987;York;3252;Pennsylvania;259;United States of America;US
30988;Bristol;3253;Rhode Island;259;United States of America;US
30989;Kent;3253;Rhode Island;259;United States of America;US
30990;Newport;3253;Rhode Island;259;United States of America;US
30991;Providence;3253;Rhode Island;259;United States of America;US
30992;Washington;3253;Rhode Island;259;United States of America;US
30993;Abbeville;3254;South Carolina;259;United States of America;US
30994;Aiken;3254;South Carolina;259;United States of America;US
30995;Allendale;3254;South Carolina;259;United States of America;US
30996;Anderson;3254;South Carolina;259;United States of America;US
30997;Bamberg;3254;South Carolina;259;United States of America;US
30998;Barnwell;3254;South Carolina;259;United States of America;US
30999;Beaufort;3254;South Carolina;259;United States of America;US
31000;Berkeley;3254;South Carolina;259;United States of America;US
31001;Calhoun;3254;South Carolina;259;United States of America;US
31002;Charleston;3254;South Carolina;259;United States of America;US
31003;Cherokee;3254;South Carolina;259;United States of America;US
31004;Chester;3254;South Carolina;259;United States of America;US
31005;Chesterfield;3254;South Carolina;259;United States of America;US
31006;Clarendon;3254;South Carolina;259;United States of America;US
31007;Colleton;3254;South Carolina;259;United States of America;US
31008;Darlington;3254;South Carolina;259;United States of America;US
31009;Dillon;3254;South Carolina;259;United States of America;US
31010;Dorchester;3254;South Carolina;259;United States of America;US
31011;Edgefield;3254;South Carolina;259;United States of America;US
31012;Fairfield;3254;South Carolina;259;United States of America;US
31013;Florence;3254;South Carolina;259;United States of America;US
31014;Georgetown;3254;South Carolina;259;United States of America;US
31015;Greenville;3254;South Carolina;259;United States of America;US
31016;Greenwood;3254;South Carolina;259;United States of America;US
31017;Hampton;3254;South Carolina;259;United States of America;US
31018;Horry;3254;South Carolina;259;United States of America;US
31019;Jasper;3254;South Carolina;259;United States of America;US
31020;Kershaw;3254;South Carolina;259;United States of America;US
31021;Lancaster;3254;South Carolina;259;United States of America;US
31022;Laurens;3254;South Carolina;259;United States of America;US
31023;Lee;3254;South Carolina;259;United States of America;US
31024;Lexington;3254;South Carolina;259;United States of America;US
31025;Marion;3254;South Carolina;259;United States of America;US
31026;Marlboro;3254;South Carolina;259;United States of America;US
31027;McCormick;3254;South Carolina;259;United States of America;US
31028;Newberry;3254;South Carolina;259;United States of America;US
31029;Oconee;3254;South Carolina;259;United States of America;US
31030;Orangeburg;3254;South Carolina;259;United States of America;US
31031;Pickens;3254;South Carolina;259;United States of America;US
31032;Richland;3254;South Carolina;259;United States of America;US
31033;Saluda;3254;South Carolina;259;United States of America;US
31034;Spartanburg;3254;South Carolina;259;United States of America;US
31035;Sumter;3254;South Carolina;259;United States of America;US
31036;Union;3254;South Carolina;259;United States of America;US
31037;Williamsburg;3254;South Carolina;259;United States of America;US
31038;York;3254;South Carolina;259;United States of America;US
31039;Aurora;3255;South Dakota;259;United States of America;US
31040;Beadle;3255;South Dakota;259;United States of America;US
31041;Bennett;3255;South Dakota;259;United States of America;US
31042;Bon Homme;3255;South Dakota;259;United States of America;US
31043;Brookings;3255;South Dakota;259;United States of America;US
31044;Brown;3255;South Dakota;259;United States of America;US
31045;Brule;3255;South Dakota;259;United States of America;US
31046;Buffalo;3255;South Dakota;259;United States of America;US
31047;Butte;3255;South Dakota;259;United States of America;US
31048;Campbell;3255;South Dakota;259;United States of America;US
31049;Charles Mix;3255;South Dakota;259;United States of America;US
31050;Clark;3255;South Dakota;259;United States of America;US
31051;Clay;3255;South Dakota;259;United States of America;US
31052;Codington;3255;South Dakota;259;United States of America;US
31053;Corson;3255;South Dakota;259;United States of America;US
31054;Custer;3255;South Dakota;259;United States of America;US
31055;Davison;3255;South Dakota;259;United States of America;US
31056;Day;3255;South Dakota;259;United States of America;US
31057;Deuel;3255;South Dakota;259;United States of America;US
31058;Dewey;3255;South Dakota;259;United States of America;US
31059;Douglas;3255;South Dakota;259;United States of America;US
31060;Edmunds;3255;South Dakota;259;United States of America;US
31061;Fall River;3255;South Dakota;259;United States of America;US
31062;Faulk;3255;South Dakota;259;United States of America;US
31063;Grant;3255;South Dakota;259;United States of America;US
31064;Gregory;3255;South Dakota;259;United States of America;US
31065;Haakon;3255;South Dakota;259;United States of America;US
31066;Hamlin;3255;South Dakota;259;United States of America;US
31067;Hand;3255;South Dakota;259;United States of America;US
31068;Hanson;3255;South Dakota;259;United States of America;US
31069;Harding;3255;South Dakota;259;United States of America;US
31070;Hughes;3255;South Dakota;259;United States of America;US
31071;Hutchinson;3255;South Dakota;259;United States of America;US
31072;Hyde;3255;South Dakota;259;United States of America;US
31073;Jackson;3255;South Dakota;259;United States of America;US
31074;Jerauld;3255;South Dakota;259;United States of America;US
31075;Jones;3255;South Dakota;259;United States of America;US
31076;Kingsbury;3255;South Dakota;259;United States of America;US
31077;Lake;3255;South Dakota;259;United States of America;US
31078;Lawrence;3255;South Dakota;259;United States of America;US
31079;Lincoln;3255;South Dakota;259;United States of America;US
31080;Lyman;3255;South Dakota;259;United States of America;US
31081;Marshall;3255;South Dakota;259;United States of America;US
31082;McCook;3255;South Dakota;259;United States of America;US
31083;McPherson;3255;South Dakota;259;United States of America;US
31084;Meade;3255;South Dakota;259;United States of America;US
31085;Mellette;3255;South Dakota;259;United States of America;US
31086;Miner;3255;South Dakota;259;United States of America;US
31087;Minnehaha;3255;South Dakota;259;United States of America;US
31088;Moody;3255;South Dakota;259;United States of America;US
31089;Pennington;3255;South Dakota;259;United States of America;US
31090;Perkins;3255;South Dakota;259;United States of America;US
31091;Potter;3255;South Dakota;259;United States of America;US
31092;Roberts;3255;South Dakota;259;United States of America;US
31093;Sanborn;3255;South Dakota;259;United States of America;US
31094;Shannon;3255;South Dakota;259;United States of America;US
31095;Spink;3255;South Dakota;259;United States of America;US
31096;Stanley;3255;South Dakota;259;United States of America;US
31097;Sully;3255;South Dakota;259;United States of America;US
31098;Todd;3255;South Dakota;259;United States of America;US
31099;Tripp;3255;South Dakota;259;United States of America;US
31100;Turner;3255;South Dakota;259;United States of America;US
31101;Union;3255;South Dakota;259;United States of America;US
31102;Walworth;3255;South Dakota;259;United States of America;US
31103;Yankton;3255;South Dakota;259;United States of America;US
31104;Ziebach;3255;South Dakota;259;United States of America;US
31105;Anderson;3256;Tennessee;259;United States of America;US
31106;Bedford;3256;Tennessee;259;United States of America;US
31107;Benton;3256;Tennessee;259;United States of America;US
31108;Bledsoe;3256;Tennessee;259;United States of America;US
31109;Blount;3256;Tennessee;259;United States of America;US
31110;Bradley;3256;Tennessee;259;United States of America;US
31111;Campbell;3256;Tennessee;259;United States of America;US
31112;Cannon;3256;Tennessee;259;United States of America;US
31113;Carroll;3256;Tennessee;259;United States of America;US
31114;Carter;3256;Tennessee;259;United States of America;US
31115;Cheatham;3256;Tennessee;259;United States of America;US
31116;Chester;3256;Tennessee;259;United States of America;US
31117;Claiborne;3256;Tennessee;259;United States of America;US
31118;Clay;3256;Tennessee;259;United States of America;US
31119;Cocke;3256;Tennessee;259;United States of America;US
31120;Coffee;3256;Tennessee;259;United States of America;US
31121;Crockett;3256;Tennessee;259;United States of America;US
31122;Cumberland;3256;Tennessee;259;United States of America;US
31123;Davidson;3256;Tennessee;259;United States of America;US
31124;Decatur;3256;Tennessee;259;United States of America;US
31125;DeKalb;3256;Tennessee;259;United States of America;US
31126;Dickson;3256;Tennessee;259;United States of America;US
31127;Dyer;3256;Tennessee;259;United States of America;US
31128;Fayette;3256;Tennessee;259;United States of America;US
31129;Fentress;3256;Tennessee;259;United States of America;US
31130;Franklin;3256;Tennessee;259;United States of America;US
31131;Gibson;3256;Tennessee;259;United States of America;US
31132;Giles;3256;Tennessee;259;United States of America;US
31133;Grainger;3256;Tennessee;259;United States of America;US
31134;Greene;3256;Tennessee;259;United States of America;US
31135;Grundy;3256;Tennessee;259;United States of America;US
31136;Hamblen;3256;Tennessee;259;United States of America;US
31137;Hamilton;3256;Tennessee;259;United States of America;US
31138;Hancock;3256;Tennessee;259;United States of America;US
31139;Hardeman;3256;Tennessee;259;United States of America;US
31140;Hardin;3256;Tennessee;259;United States of America;US
31141;Hawkins;3256;Tennessee;259;United States of America;US
31142;Haywood;3256;Tennessee;259;United States of America;US
31143;Henderson;3256;Tennessee;259;United States of America;US
31144;Henry;3256;Tennessee;259;United States of America;US
31145;Hickman;3256;Tennessee;259;United States of America;US
31146;Houston;3256;Tennessee;259;United States of America;US
31147;Humphreys;3256;Tennessee;259;United States of America;US
31148;Jackson;3256;Tennessee;259;United States of America;US
31149;Jefferson;3256;Tennessee;259;United States of America;US
31150;Johnson;3256;Tennessee;259;United States of America;US
31151;Knox;3256;Tennessee;259;United States of America;US
31152;Lake;3256;Tennessee;259;United States of America;US
31153;Lauderdale;3256;Tennessee;259;United States of America;US
31154;Lawrence;3256;Tennessee;259;United States of America;US
31155;Lewis;3256;Tennessee;259;United States of America;US
31156;Lincoln;3256;Tennessee;259;United States of America;US
31157;Loudon;3256;Tennessee;259;United States of America;US
31158;Macon;3256;Tennessee;259;United States of America;US
31159;Madison;3256;Tennessee;259;United States of America;US
31160;Marion;3256;Tennessee;259;United States of America;US
31161;Marshall;3256;Tennessee;259;United States of America;US
31162;Maury;3256;Tennessee;259;United States of America;US
31163;McMinn;3256;Tennessee;259;United States of America;US
31164;McNairy;3256;Tennessee;259;United States of America;US
31165;Meigs;3256;Tennessee;259;United States of America;US
31166;Monroe;3256;Tennessee;259;United States of America;US
31167;Montgomery;3256;Tennessee;259;United States of America;US
31168;Moore;3256;Tennessee;259;United States of America;US
31169;Morgan;3256;Tennessee;259;United States of America;US
31170;Obion;3256;Tennessee;259;United States of America;US
31171;Overton;3256;Tennessee;259;United States of America;US
31172;Perry;3256;Tennessee;259;United States of America;US
31173;Pickett;3256;Tennessee;259;United States of America;US
31174;Polk;3256;Tennessee;259;United States of America;US
31175;Putnam;3256;Tennessee;259;United States of America;US
31176;Rhea;3256;Tennessee;259;United States of America;US
31177;Roane;3256;Tennessee;259;United States of America;US
31178;Robertson;3256;Tennessee;259;United States of America;US
31179;Rutherford;3256;Tennessee;259;United States of America;US
31180;Scott;3256;Tennessee;259;United States of America;US
31181;Sequatchie;3256;Tennessee;259;United States of America;US
31182;Sevier;3256;Tennessee;259;United States of America;US
31183;Shelby;3256;Tennessee;259;United States of America;US
31184;Smith;3256;Tennessee;259;United States of America;US
31185;Stewart;3256;Tennessee;259;United States of America;US
31186;Sullivan;3256;Tennessee;259;United States of America;US
31187;Sumner;3256;Tennessee;259;United States of America;US
31188;Tipton;3256;Tennessee;259;United States of America;US
31189;Trousdale;3256;Tennessee;259;United States of America;US
31190;Unicoi;3256;Tennessee;259;United States of America;US
31191;Union;3256;Tennessee;259;United States of America;US
31192;Van Buren;3256;Tennessee;259;United States of America;US
31193;Warren;3256;Tennessee;259;United States of America;US
31194;Washington;3256;Tennessee;259;United States of America;US
31195;Wayne;3256;Tennessee;259;United States of America;US
31196;Weakley;3256;Tennessee;259;United States of America;US
31197;White;3256;Tennessee;259;United States of America;US
31198;Williamson;3256;Tennessee;259;United States of America;US
31199;Wilson;3256;Tennessee;259;United States of America;US
31200;Anderson;3257;Texas;259;United States of America;US
31201;Andrews;3257;Texas;259;United States of America;US
31202;Angelina;3257;Texas;259;United States of America;US
31203;Aransas;3257;Texas;259;United States of America;US
31204;Archer;3257;Texas;259;United States of America;US
31205;Armstrong;3257;Texas;259;United States of America;US
31206;Atascosa;3257;Texas;259;United States of America;US
31207;Austin;3257;Texas;259;United States of America;US
31208;Bailey;3257;Texas;259;United States of America;US
31209;Bandera;3257;Texas;259;United States of America;US
31210;Bastrop;3257;Texas;259;United States of America;US
31211;Baylor;3257;Texas;259;United States of America;US
31212;Bee;3257;Texas;259;United States of America;US
31213;Bell;3257;Texas;259;United States of America;US
31214;Bexar;3257;Texas;259;United States of America;US
31215;Blanco;3257;Texas;259;United States of America;US
31216;Borden;3257;Texas;259;United States of America;US
31217;Bosque;3257;Texas;259;United States of America;US
31218;Bowie;3257;Texas;259;United States of America;US
31219;Brazoria;3257;Texas;259;United States of America;US
31220;Brazos;3257;Texas;259;United States of America;US
31221;Brewster;3257;Texas;259;United States of America;US
31222;Briscoe;3257;Texas;259;United States of America;US
31223;Brooks;3257;Texas;259;United States of America;US
31224;Brown;3257;Texas;259;United States of America;US
31225;Burleson;3257;Texas;259;United States of America;US
31226;Burnet;3257;Texas;259;United States of America;US
31227;Caldwell;3257;Texas;259;United States of America;US
31228;Calhoun;3257;Texas;259;United States of America;US
31229;Callahan;3257;Texas;259;United States of America;US
31230;Cameron;3257;Texas;259;United States of America;US
31231;Camp;3257;Texas;259;United States of America;US
31232;Carson;3257;Texas;259;United States of America;US
31233;Cass;3257;Texas;259;United States of America;US
31234;Castro;3257;Texas;259;United States of America;US
31235;Chambers;3257;Texas;259;United States of America;US
31236;Cherokee;3257;Texas;259;United States of America;US
31237;Childress;3257;Texas;259;United States of America;US
31238;Clay;3257;Texas;259;United States of America;US
31239;Cochran;3257;Texas;259;United States of America;US
31240;Coke;3257;Texas;259;United States of America;US
31241;Coleman;3257;Texas;259;United States of America;US
31242;Collin;3257;Texas;259;United States of America;US
31243;Collingsworth;3257;Texas;259;United States of America;US
31244;Colorado;3257;Texas;259;United States of America;US
31245;Comal;3257;Texas;259;United States of America;US
31246;Comanche;3257;Texas;259;United States of America;US
31247;Concho;3257;Texas;259;United States of America;US
31248;Cooke;3257;Texas;259;United States of America;US
31249;Coryell;3257;Texas;259;United States of America;US
31250;Cottle;3257;Texas;259;United States of America;US
31251;Crane;3257;Texas;259;United States of America;US
31252;Crockett;3257;Texas;259;United States of America;US
31253;Crosby;3257;Texas;259;United States of America;US
31254;Culberson;3257;Texas;259;United States of America;US
31255;Dallam;3257;Texas;259;United States of America;US
31256;Dallas;3257;Texas;259;United States of America;US
31257;Dawson;3257;Texas;259;United States of America;US
31258;Deaf Smith;3257;Texas;259;United States of America;US
31259;Delta;3257;Texas;259;United States of America;US
31260;Denton;3257;Texas;259;United States of America;US
31261;DeWitt;3257;Texas;259;United States of America;US
31262;Dickens;3257;Texas;259;United States of America;US
31263;Dimmit;3257;Texas;259;United States of America;US
31264;Donley;3257;Texas;259;United States of America;US
31265;Duval;3257;Texas;259;United States of America;US
31266;Eastland;3257;Texas;259;United States of America;US
31267;Ector;3257;Texas;259;United States of America;US
31268;Edwards;3257;Texas;259;United States of America;US
31269;El Paso;3257;Texas;259;United States of America;US
31270;Ellis;3257;Texas;259;United States of America;US
31271;Erath;3257;Texas;259;United States of America;US
31272;Falls;3257;Texas;259;United States of America;US
31273;Fannin;3257;Texas;259;United States of America;US
31274;Fayette;3257;Texas;259;United States of America;US
31275;Fisher;3257;Texas;259;United States of America;US
31276;Floyd;3257;Texas;259;United States of America;US
31277;Foard;3257;Texas;259;United States of America;US
31278;Fort Bend;3257;Texas;259;United States of America;US
31279;Franklin;3257;Texas;259;United States of America;US
31280;Freestone;3257;Texas;259;United States of America;US
31281;Frio;3257;Texas;259;United States of America;US
31282;Gaines;3257;Texas;259;United States of America;US
31283;Galveston;3257;Texas;259;United States of America;US
31284;Garza;3257;Texas;259;United States of America;US
31285;Gillespie;3257;Texas;259;United States of America;US
31286;Glasscock;3257;Texas;259;United States of America;US
31287;Goliad;3257;Texas;259;United States of America;US
31288;Gonzales;3257;Texas;259;United States of America;US
31289;Gray;3257;Texas;259;United States of America;US
31290;Grayson;3257;Texas;259;United States of America;US
31291;Gregg;3257;Texas;259;United States of America;US
31292;Grimes;3257;Texas;259;United States of America;US
31293;Guadalupe;3257;Texas;259;United States of America;US
31294;Hale;3257;Texas;259;United States of America;US
31295;Hall;3257;Texas;259;United States of America;US
31296;Hamilton;3257;Texas;259;United States of America;US
31297;Hansford;3257;Texas;259;United States of America;US
31298;Hardeman;3257;Texas;259;United States of America;US
31299;Hardin;3257;Texas;259;United States of America;US
31300;Harris;3257;Texas;259;United States of America;US
31301;Harrison;3257;Texas;259;United States of America;US
31302;Hartley;3257;Texas;259;United States of America;US
31303;Haskell;3257;Texas;259;United States of America;US
31304;Hays;3257;Texas;259;United States of America;US
31305;Hemphill;3257;Texas;259;United States of America;US
31306;Henderson;3257;Texas;259;United States of America;US
31307;Hidalgo;3257;Texas;259;United States of America;US
31308;Hill;3257;Texas;259;United States of America;US
31309;Hockley;3257;Texas;259;United States of America;US
31310;Hood;3257;Texas;259;United States of America;US
31311;Hopkins;3257;Texas;259;United States of America;US
31312;Houston;3257;Texas;259;United States of America;US
31313;Howard;3257;Texas;259;United States of America;US
31314;Hudspeth;3257;Texas;259;United States of America;US
31315;Hunt;3257;Texas;259;United States of America;US
31316;Hutchinson;3257;Texas;259;United States of America;US
31317;Irion;3257;Texas;259;United States of America;US
31318;Jack;3257;Texas;259;United States of America;US
31319;Jackson;3257;Texas;259;United States of America;US
31320;Jasper;3257;Texas;259;United States of America;US
31321;Jeff Davis;3257;Texas;259;United States of America;US
31322;Jefferson;3257;Texas;259;United States of America;US
31323;Jim Hogg;3257;Texas;259;United States of America;US
31324;Jim Wells;3257;Texas;259;United States of America;US
31325;Johnson;3257;Texas;259;United States of America;US
31326;Jones;3257;Texas;259;United States of America;US
31327;Karnes;3257;Texas;259;United States of America;US
31328;Kaufman;3257;Texas;259;United States of America;US
31329;Kendall;3257;Texas;259;United States of America;US
31330;Kenedy;3257;Texas;259;United States of America;US
