ADM2 Code;City;ADM1 Code;State;ADM0 Code;Country;Country Code
3936;Kucove;320;Kucove;3;Albania;AL
3937;Perondi;320;Kucove;3;Albania;AL
3938;Arren;321;Kukes;3;Albania;AL
3939;Bicaj;321;Kukes;3;Albania;AL
3940;Bushtrice;321;Kukes;3;Albania;AL
3941;Gryke Caj;321;Kukes;3;Albania;AL
3942;Kalis;321;Kukes;3;Albania;AL
3943;Kolsh;321;Kukes;3;Albania;AL
3944;Kukes;321;Kukes;3;Albania;AL
3945;Malziu;321;Kukes;3;Albania;AL
3946;Shishtavec;321;Kukes;3;Albania;AL
3947;Shtiqen;321;Kukes;3;Albania;AL
3948;Surroj;321;Kukes;3;Albania;AL
3949;Terthore;321;Kukes;3;Albania;AL
3950;Topojan;321;Kukes;3;Albania;AL
3951;Ujmisht;321;Kukes;3;Albania;AL
3952;Zapod Orgjost;321;Kukes;3;Albania;AL
3953;Fushe Kuqe;322;Kurbin;3;Albania;AL
3954;LaÔé¼;322;Kurbin;3;Albania;AL
3955;Mamurras;322;Kurbin;3;Albania;AL
3956;Milot;322;Kurbin;3;Albania;AL
3957;Balldreni I Ri;323;Lezhe;3;Albania;AL
3958;Blinisht;323;Lezhe;3;Albania;AL
3959;DajÔé¼;323;Lezhe;3;Albania;AL
3960;Kallmet I Madh;323;Lezhe;3;Albania;AL
3961;KolÔé¼;323;Lezhe;3;Albania;AL
3962;Lezhe;323;Lezhe;3;Albania;AL
3963;Shengjin;323;Lezhe;3;Albania;AL
3964;Shenkoll;323;Lezhe;3;Albania;AL
3965;Ungrej;323;Lezhe;3;Albania;AL
3966;Zejmen;323;Lezhe;3;Albania;AL
3967;Hotolisht;324;Librazhd;3;Albania;AL
3968;Librazhd;324;Librazhd;3;Albania;AL
3969;Lunik;324;Librazhd;3;Albania;AL
3970;Orenje;324;Librazhd;3;Albania;AL
3971;Polis;324;Librazhd;3;Albania;AL
3972;Prenjas;324;Librazhd;3;Albania;AL
3973;Qender;324;Librazhd;3;Albania;AL
3974;Qukes;324;Librazhd;3;Albania;AL
3975;Rrajce;324;Librazhd;3;Albania;AL
3976;Stebleve;324;Librazhd;3;Albania;AL
3977;Stravaj;324;Librazhd;3;Albania;AL
3978;Allkaj;325;Lushnje;3;Albania;AL
3979;Ballagat;325;Lushnje;3;Albania;AL
3980;Bubullime;325;Lushnje;3;Albania;AL
3981;Divjake;325;Lushnje;3;Albania;AL
3982;Dushk;325;Lushnje;3;Albania;AL
3983;Fiershegan;325;Lushnje;3;Albania;AL
3984;Golem;325;Lushnje;3;Albania;AL
3985;Grabian;325;Lushnje;3;Albania;AL
3986;Gradishte;325;Lushnje;3;Albania;AL
3987;Hyzgjokaj;325;Lushnje;3;Albania;AL
3988;Karbunare;325;Lushnje;3;Albania;AL
3989;Kolonje;325;Lushnje;3;Albania;AL
3990;Krutje;325;Lushnje;3;Albania;AL
3991;Lushnje;325;Lushnje;3;Albania;AL
3992;Rremas;325;Lushnje;3;Albania;AL
3993;Terbuf;325;Lushnje;3;Albania;AL
3994;Gruemire;326;Malesi E Madhe;3;Albania;AL
3995;Kastrat;326;Malesi E Madhe;3;Albania;AL
3996;Kelmend;326;Malesi E Madhe;3;Albania;AL
3997;Koplik;326;Malesi E Madhe;3;Albania;AL
3998;Qender;326;Malesi E Madhe;3;Albania;AL
3999;Shkrel;326;Malesi E Madhe;3;Albania;AL
4000;Aranitas;327;Mallakaster;3;Albania;AL
4001;Ballsh;327;Mallakaster;3;Albania;AL
4002;Fratar;327;Mallakaster;3;Albania;AL
4003;Greshice;327;Mallakaster;3;Albania;AL
4004;Hekal;327;Mallakaster;3;Albania;AL
4005;Kute;327;Mallakaster;3;Albania;AL
4006;NgraÔé¼an;327;Mallakaster;3;Albania;AL
4007;Qender;327;Mallakaster;3;Albania;AL
4008;Selite;327;Mallakaster;3;Albania;AL
4009;Baz;328;Mat;3;Albania;AL
4010;Burrel;328;Mat;3;Albania;AL
4011;Derjan;328;Mat;3;Albania;AL
4012;Gurre;328;Mat;3;Albania;AL
4013;Klos;328;Mat;3;Albania;AL
4014;Komsi;328;Mat;3;Albania;AL
4015;Lis;328;Mat;3;Albania;AL
4016;Macukull;328;Mat;3;Albania;AL
4017;Rukaj;328;Mat;3;Albania;AL
4018;SuÔé¼;328;Mat;3;Albania;AL
4019;Ulez;328;Mat;3;Albania;AL
4020;Xiber;328;Mat;3;Albania;AL
4021;Fane;329;Mirdite;3;Albania;AL
4022;KaÔé¼inar;329;Mirdite;3;Albania;AL
4023;Kthelle;329;Mirdite;3;Albania;AL
4024;Orosh;329;Mirdite;3;Albania;AL
4025;Rreshen;329;Mirdite;3;Albania;AL
4026;Rubik;329;Mirdite;3;Albania;AL
4027;Selite;329;Mirdite;3;Albania;AL
4028;GjoÔé¼aj;330;Peqin;3;Albania;AL
4029;Karine;330;Peqin;3;Albania;AL
4030;Pajove;330;Peqin;3;Albania;AL
4031;Peqin;330;Peqin;3;Albania;AL
4032;Perparim;330;Peqin;3;Albania;AL
4033;Sheze;330;Peqin;3;Albania;AL
4034;Ballaban;331;Permet;3;Albania;AL
4035;Carcove;331;Permet;3;Albania;AL
4036;Dishnice;331;Permet;3;Albania;AL
4037;Frasher;331;Permet;3;Albania;AL
4038;Kelcyre;331;Permet;3;Albania;AL
4039;Permet;331;Permet;3;Albania;AL
4040;Petran;331;Permet;3;Albania;AL
4041;Qender Piskove;331;Permet;3;Albania;AL
4042;Suke;331;Permet;3;Albania;AL
4043;Bucimas;332;Pogradec;3;Albania;AL
4044;Cerrave;332;Pogradec;3;Albania;AL
4045;Dardhas;332;Pogradec;3;Albania;AL
4046;Hudenisht;332;Pogradec;3;Albania;AL
4047;Pogradec;332;Pogradec;3;Albania;AL
4048;Proptisht;332;Pogradec;3;Albania;AL
4049;Trabinje;332;Pogradec;3;Albania;AL
4050;Velcan;332;Pogradec;3;Albania;AL
4051;Blerim;333;Puke;3;Albania;AL
4052;Fierze;333;Puke;3;Albania;AL
4053;Fushe Arrez;333;Puke;3;Albania;AL
4054;Gjegjan;333;Puke;3;Albania;AL
4055;Iballe;333;Puke;3;Albania;AL
4056;Puke;333;Puke;3;Albania;AL
4057;Qafe Mal;333;Puke;3;Albania;AL
4058;Qelez;333;Puke;3;Albania;AL
4059;Qerret;333;Puke;3;Albania;AL
4060;Rrape;333;Puke;3;Albania;AL
4061;Aliko;334;Sarande;3;Albania;AL
4062;Dhiver;334;Sarande;3;Albania;AL
4063;Konispol;334;Sarande;3;Albania;AL
4064;Ksamil;334;Sarande;3;Albania;AL
4065;Administrative unit not available;334;Sarande;3;Albania;AL
4066;Livadhja;334;Sarande;3;Albania;AL
4067;Lukove;334;Sarande;3;Albania;AL
4068;Markat;334;Sarande;3;Albania;AL
4069;Sarande;334;Sarande;3;Albania;AL
4070;Xare;334;Sarande;3;Albania;AL
4071;Ana E Malit;335;Shkoder;3;Albania;AL
4072;Barbullush;335;Shkoder;3;Albania;AL
4073;Berdice;335;Shkoder;3;Albania;AL
4074;Bushat;335;Shkoder;3;Albania;AL
4075;Dajc;335;Shkoder;3;Albania;AL
4076;Guri I Zi;335;Shkoder;3;Albania;AL
4077;Hajmel;335;Shkoder;3;Albania;AL
4078;Postribe;335;Shkoder;3;Albania;AL
4079;Pult;335;Shkoder;3;Albania;AL
4080;Rrethinat;335;Shkoder;3;Albania;AL
4081;Shale;335;Shkoder;3;Albania;AL
4082;Shkoder;335;Shkoder;3;Albania;AL
4083;Shllak;335;Shkoder;3;Albania;AL
4084;Shosh;335;Shkoder;3;Albania;AL
4085;Temal;335;Shkoder;3;Albania;AL
4086;Vau Dejes;335;Shkoder;3;Albania;AL
4087;Velipoje;335;Shkoder;3;Albania;AL
4088;Vig Mnelle;335;Shkoder;3;Albania;AL
4089;Bogove;336;Skrapar;3;Albania;AL
4090;Cepan;336;Skrapar;3;Albania;AL
4091;Corovode;336;Skrapar;3;Albania;AL
4092;Gjerbes;336;Skrapar;3;Albania;AL
4093;Leshnje;336;Skrapar;3;Albania;AL
4094;PoliÔé¼an;336;Skrapar;3;Albania;AL
4095;Potom;336;Skrapar;3;Albania;AL
4096;Qender;336;Skrapar;3;Albania;AL
4097;Vendreshe;336;Skrapar;3;Albania;AL
4098;Zhepe;336;Skrapar;3;Albania;AL
4099;Buz;337;Tepelene;3;Albania;AL
4100;Fshat Memaliaj;337;Tepelene;3;Albania;AL
4101;Krahes;337;Tepelene;3;Albania;AL
4102;Kurvelesh;337;Tepelene;3;Albania;AL
4103;Lopes;337;Tepelene;3;Albania;AL
4104;Luftinje;337;Tepelene;3;Albania;AL
4105;Memaliaj;337;Tepelene;3;Albania;AL
4106;Qender;337;Tepelene;3;Albania;AL
4107;Qesarat;337;Tepelene;3;Albania;AL
4108;Tepelene;337;Tepelene;3;Albania;AL
4109;Baldushk;338;Tirane;3;Albania;AL
4110;Berxulle;338;Tirane;3;Albania;AL
4111;Berzhite;338;Tirane;3;Albania;AL
4112;Dajt;338;Tirane;3;Albania;AL
4113;Fark;338;Tirane;3;Albania;AL
4114;Kamez;338;Tirane;3;Albania;AL
4115;Kashar;338;Tirane;3;Albania;AL
4116;Krrabe;338;Tirane;3;Albania;AL
4117;Ndroq;338;Tirane;3;Albania;AL
4118;Paskuqan;338;Tirane;3;Albania;AL
4119;Petrele;338;Tirane;3;Albania;AL
4120;Peze;338;Tirane;3;Albania;AL
4121;Preze;338;Tirane;3;Albania;AL
4122;Shengjergj;338;Tirane;3;Albania;AL
4123;Tirane;338;Tirane;3;Albania;AL
4124;Vaqarr;338;Tirane;3;Albania;AL
4125;Vore;338;Tirane;3;Albania;AL
4126;Zall Herr;338;Tirane;3;Albania;AL
4127;Zallbastar;338;Tirane;3;Albania;AL
4128;B.curri;339;Tropoje;3;Albania;AL
4129;Bujan;339;Tropoje;3;Albania;AL
4130;Bytyc;339;Tropoje;3;Albania;AL
4131;Fierze;339;Tropoje;3;Albania;AL
4132;Lekbibaj;339;Tropoje;3;Albania;AL
4133;Llugaj;339;Tropoje;3;Albania;AL
4134;Margegaj;339;Tropoje;3;Albania;AL
4135;Tropoje Fshat;339;Tropoje;3;Albania;AL
4136;Armen;340;Vlore;3;Albania;AL
4137;Brataj;340;Vlore;3;Albania;AL
4138;Himare;340;Vlore;3;Albania;AL
4139;Hore Vranisht;340;Vlore;3;Albania;AL
4140;Kote;340;Vlore;3;Albania;AL
4141;Novosele;340;Vlore;3;Albania;AL
4142;Orikum;340;Vlore;3;Albania;AL
4143;Qender;340;Vlore;3;Albania;AL
4144;Selenice;340;Vlore;3;Albania;AL
4145;Sevaster;340;Vlore;3;Albania;AL
4146;Shushice;340;Vlore;3;Albania;AL
4147;Vllahine;340;Vlore;3;Albania;AL
4148;Vlore;340;Vlore;3;Albania;AL
4151;Abyei;4150;Southern Kordofan;6;Sudan;SD
4199;Administrative unit not available;391;Andorra La Vella;7;Andorra;AD
4200;Administrative unit not available;392;Canillo;7;Andorra;AD
4201;Administrative unit not available;393;Encamp;7;Andorra;AD
4202;Administrative unit not available;394;Escaldes-engordany;7;Andorra;AD
4203;Administrative unit not available;395;La Massana;7;Andorra;AD
4204;Administrative unit not available;396;Ordino;7;Andorra;AD
4205;Administrative unit not available;397;Sant Julia De Loria;7;Andorra;AD
4206;Ambriz;398;Bengo;8;Angola;AO
4207;Bula Atumba;398;Bengo;8;Angola;AO
4208;Dande;398;Bengo;8;Angola;AO
4209;Dembos;398;Bengo;8;Angola;AO
4210;Icolo E Bengo;398;Bengo;8;Angola;AO
4211;Nambuangongo;398;Bengo;8;Angola;AO
4212;Pango Aluquem;398;Bengo;8;Angola;AO
4213;Quissama;398;Bengo;8;Angola;AO
4214;Baia Farta;399;Benguela;8;Angola;AO
4215;Balombo;399;Benguela;8;Angola;AO
4216;Benguela;399;Benguela;8;Angola;AO
4217;Bocoio;399;Benguela;8;Angola;AO
4218;Caimbambo;399;Benguela;8;Angola;AO
4219;Chongoroi;399;Benguela;8;Angola;AO
4220;Cubal;399;Benguela;8;Angola;AO
4221;Ganda;399;Benguela;8;Angola;AO
4222;Lobito;399;Benguela;8;Angola;AO
4223;Andulo;400;Bie;8;Angola;AO
4224;Camacupa;400;Bie;8;Angola;AO
4225;Catabola;400;Bie;8;Angola;AO
4226;Chinguar;400;Bie;8;Angola;AO
4227;Chitembo;400;Bie;8;Angola;AO
4228;Cuemba;400;Bie;8;Angola;AO
4229;Cunhinga;400;Bie;8;Angola;AO
4230;Kuito;400;Bie;8;Angola;AO
4231;N'harea;400;Bie;8;Angola;AO
4232;Belize;401;Cabinda;8;Angola;AO
4233;Buco-zau;401;Cabinda;8;Angola;AO
4234;Cabinda;401;Cabinda;8;Angola;AO
4235;Cacongo (landana);401;Cabinda;8;Angola;AO
4236;Calai;402;Cuando Cubango;8;Angola;AO
4237;Cuangar;402;Cuando Cubango;8;Angola;AO
4238;Cuchi;402;Cuando Cubango;8;Angola;AO
4239;Cuito Cuanavale;402;Cuando Cubango;8;Angola;AO
4240;Dirico;402;Cuando Cubango;8;Angola;AO
4241;Mavinga;402;Cuando Cubango;8;Angola;AO
4242;Menongue;402;Cuando Cubango;8;Angola;AO
4243;Nankova;402;Cuando Cubango;8;Angola;AO
4244;Rivungo;402;Cuando Cubango;8;Angola;AO
4245;Amboim;403;Cuanza Sul;8;Angola;AO
4246;Cassongue;403;Cuanza Sul;8;Angola;AO
4247;Conda;403;Cuanza Sul;8;Angola;AO
4248;Ebo;403;Cuanza Sul;8;Angola;AO
4249;Libolo;403;Cuanza Sul;8;Angola;AO
4250;Mussende;403;Cuanza Sul;8;Angola;AO
4251;Porto Amboim;403;Cuanza Sul;8;Angola;AO
4252;Quibala;403;Cuanza Sul;8;Angola;AO
4253;Quilenda;403;Cuanza Sul;8;Angola;AO
4254;Seles;403;Cuanza Sul;8;Angola;AO
4255;Sumbe;403;Cuanza Sul;8;Angola;AO
4256;Waku Kungu;403;Cuanza Sul;8;Angola;AO
4257;Cahama;404;Cunene;8;Angola;AO
4258;Cuanhama;404;Cunene;8;Angola;AO
4259;Curoca;404;Cunene;8;Angola;AO
4260;Cuvelai;404;Cunene;8;Angola;AO
4261;Namacunde;404;Cunene;8;Angola;AO
4262;Ombadja;404;Cunene;8;Angola;AO
4263;Bailundo;405;Huambo;8;Angola;AO
4264;Caala;405;Huambo;8;Angola;AO
4265;Ekunha;405;Huambo;8;Angola;AO
4266;Huambo;405;Huambo;8;Angola;AO
4267;Katchiungo;405;Huambo;8;Angola;AO
4268;Londuimbali;405;Huambo;8;Angola;AO
4269;Longonjo;405;Huambo;8;Angola;AO
4270;Mungo;405;Huambo;8;Angola;AO
4271;Tchikala-tcholo.;405;Huambo;8;Angola;AO
4272;Tchindjenje;405;Huambo;8;Angola;AO
4273;Ukuma;405;Huambo;8;Angola;AO
4274;Caconda;406;Huila;8;Angola;AO
4275;Cacula;406;Huila;8;Angola;AO
4276;Caluquembe;406;Huila;8;Angola;AO
4277;Chibia;406;Huila;8;Angola;AO
4278;Chicomba;406;Huila;8;Angola;AO
4279;Chipindo;406;Huila;8;Angola;AO
4280;Gambos;406;Huila;8;Angola;AO
4281;Humpata;406;Huila;8;Angola;AO
4282;Jamba;406;Huila;8;Angola;AO
4283;Kuvango;406;Huila;8;Angola;AO
4284;Lubango;406;Huila;8;Angola;AO
4285;Matala;406;Huila;8;Angola;AO
4286;Quilengues;406;Huila;8;Angola;AO
4287;Quipungo;406;Huila;8;Angola;AO
4288;Ambaca;407;Kuanza Norte;8;Angola;AO
4289;Banga;407;Kuanza Norte;8;Angola;AO
4290;Bolongongo;407;Kuanza Norte;8;Angola;AO
4291;Cambambe;407;Kuanza Norte;8;Angola;AO
4292;Cazengo (ndalatando);407;Kuanza Norte;8;Angola;AO
4293;Golungo Alto;407;Kuanza Norte;8;Angola;AO
4294;Gonguembo;407;Kuanza Norte;8;Angola;AO
4295;Lucala;407;Kuanza Norte;8;Angola;AO
4296;Quiculungo;407;Kuanza Norte;8;Angola;AO
4297;Samba Caju;407;Kuanza Norte;8;Angola;AO
4298;Cacuaco;408;Luanda;8;Angola;AO
4299;Luanda;408;Luanda;8;Angola;AO
4300;Viana;408;Luanda;8;Angola;AO
4301;Cambulo;409;Lunda Norte;8;Angola;AO
4302;Capenda Camulemba;409;Lunda Norte;8;Angola;AO
4303;Caungula;409;Lunda Norte;8;Angola;AO
4304;Chitato;409;Lunda Norte;8;Angola;AO
4305;Cuango;409;Lunda Norte;8;Angola;AO
4306;Cuilo;409;Lunda Norte;8;Angola;AO
4307;Lubalo;409;Lunda Norte;8;Angola;AO
4308;Lucapa;409;Lunda Norte;8;Angola;AO
4309;Xa-muteba;409;Lunda Norte;8;Angola;AO
4310;Cacolo;410;Lunda Sul;8;Angola;AO
4311;Dala;410;Lunda Sul;8;Angola;AO
4312;Muconda;410;Lunda Sul;8;Angola;AO
4313;Saurimo;410;Lunda Sul;8;Angola;AO
4314;Cacuso;411;Malanje;8;Angola;AO
4315;Calandula;411;Malanje;8;Angola;AO
4316;Cambundi-catembo;411;Malanje;8;Angola;AO
4317;Cangandala;411;Malanje;8;Angola;AO
4318;Caombo;411;Malanje;8;Angola;AO
4319;Kiwaba N'zogi;411;Malanje;8;Angola;AO
4320;Kunda Dia-baze;411;Malanje;8;Angola;AO
4321;Luquembo;411;Malanje;8;Angola;AO
4322;Malanje;411;Malanje;8;Angola;AO
4323;Marimba;411;Malanje;8;Angola;AO
4324;Massango;411;Malanje;8;Angola;AO
4325;Mucari;411;Malanje;8;Angola;AO
4326;Quela;411;Malanje;8;Angola;AO
4327;Quirima;411;Malanje;8;Angola;AO
4328;Alto Zambeze;412;Moxico;8;Angola;AO
4329;Camanongue;412;Moxico;8;Angola;AO
4330;Kameia Lumege;412;Moxico;8;Angola;AO
4331;Leua;412;Moxico;8;Angola;AO
4332;Luacano;412;Moxico;8;Angola;AO
4333;Luau;412;Moxico;8;Angola;AO
4334;Luchazes;412;Moxico;8;Angola;AO
4335;Luena (moxico);412;Moxico;8;Angola;AO
4336;Lumbala N'guimbo;412;Moxico;8;Angola;AO
4337;Bibala;413;Namibe;8;Angola;AO
4338;Camacuio;413;Namibe;8;Angola;AO
4339;Namibe;413;Namibe;8;Angola;AO
4340;Tombua;413;Namibe;8;Angola;AO
4341;Virei;413;Namibe;8;Angola;AO
4342;Alto Cauale;414;Uige;8;Angola;AO
4343;Ambuila;414;Uige;8;Angola;AO
4344;Bembe;414;Uige;8;Angola;AO
4345;Buengas;414;Uige;8;Angola;AO
4346;Bungo;414;Uige;8;Angola;AO
4347;Damba;414;Uige;8;Angola;AO
4348;Maquela Do Zombo;414;Uige;8;Angola;AO
4349;Mucaba;414;Uige;8;Angola;AO
4350;Negage;414;Uige;8;Angola;AO
4351;Puri;414;Uige;8;Angola;AO
4352;Quimbele;414;Uige;8;Angola;AO
4353;Quitexe;414;Uige;8;Angola;AO
4354;Santa Cruz;414;Uige;8;Angola;AO
4355;Sanza Pombo;414;Uige;8;Angola;AO
4356;Songo;414;Uige;8;Angola;AO
4357;Songo/mucaba;414;Uige;8;Angola;AO
4358;Uige;414;Uige;8;Angola;AO
4359;Cuimba;415;Zaire;8;Angola;AO
4360;M'banza Congo;415;Zaire;8;Angola;AO
4361;N'zeto;415;Zaire;8;Angola;AO
4362;Noqui;415;Zaire;8;Angola;AO
4363;Soyo;415;Zaire;8;Angola;AO
4364;Tomboco;415;Zaire;8;Angola;AO
4365;Administrative unit not available;416;Name Unknown;9;Anguilla (U.K.);AI
4366;Administrative unit not available;417;Name Unknown;9;Anguilla (U.K.);AI
4367;Administrative unit not available;418;Name Unknown;9;Anguilla (U.K.);AI
4368;Administrative unit not available;419;Name Unknown;9;Anguilla (U.K.);AI
4369;Administrative unit not available;420;Name Unknown;9;Anguilla (U.K.);AI
4370;Administrative unit not available;421;Name Unknown;9;Anguilla (U.K.);AI
4371;Administrative unit not available;422;Name Unknown;9;Anguilla (U.K.);AI
4372;Administrative unit not available;423;Name Unknown;9;Anguilla (U.K.);AI
4373;Administrative unit not available;424;Name Unknown;9;Anguilla (U.K.);AI
4374;Administrative unit not available;425;Name Unknown;9;Anguilla (U.K.);AI
4379;25 de Mayo;429;Buenos Aires;12;Argentina;AR
4380;9 de Julio;429;Buenos Aires;12;Argentina;AR
4381;Adolfo Alsina;429;Buenos Aires;12;Argentina;AR
4382;Adolfo Gonzales Chaves;429;Buenos Aires;12;Argentina;AR
4383;Alberti;429;Buenos Aires;12;Argentina;AR
4384;Almirante Brown;429;Buenos Aires;12;Argentina;AR
4385;Florentino Ameghino;429;Buenos Aires;12;Argentina;AR
4386;Avellaneda;429;Buenos Aires;12;Argentina;AR
4387;Ayacucho;429;Buenos Aires;12;Argentina;AR
4388;Azul;429;Buenos Aires;12;Argentina;AR
4389;Bahia Blanca;429;Buenos Aires;12;Argentina;AR
4390;Balcarce;429;Buenos Aires;12;Argentina;AR
4391;Baradero;429;Buenos Aires;12;Argentina;AR
4392;Arrecifes;429;Buenos Aires;12;Argentina;AR
4393;Benito Juarez;429;Buenos Aires;12;Argentina;AR
4394;Berazategui;429;Buenos Aires;12;Argentina;AR
4395;Berisso;429;Buenos Aires;12;Argentina;AR
4396;Bolivar;429;Buenos Aires;12;Argentina;AR
4397;Bragado;429;Buenos Aires;12;Argentina;AR
4398;Brandsen;429;Buenos Aires;12;Argentina;AR
4399;Campana;429;Buenos Aires;12;Argentina;AR
4401;Capitan Sarmiento;429;Buenos Aires;12;Argentina;AR
4402;Carlos Casares;429;Buenos Aires;12;Argentina;AR
4403;Carlos Tejedor;429;Buenos Aires;12;Argentina;AR
4404;Carmen de Areco;429;Buenos Aires;12;Argentina;AR
4405;Castelli;429;Buenos Aires;12;Argentina;AR
4406;Chacabuco;429;Buenos Aires;12;Argentina;AR
4407;Chascomus;429;Buenos Aires;12;Argentina;AR
4408;Chivilcoy;429;Buenos Aires;12;Argentina;AR
4409;Colon;429;Buenos Aires;12;Argentina;AR
4410;Coronel de Marina L Rosales;429;Buenos Aires;12;Argentina;AR
4411;Coronel Dorrego;429;Buenos Aires;12;Argentina;AR
4412;Coronel Pringles;429;Buenos Aires;12;Argentina;AR
4413;Coronel Suarez;429;Buenos Aires;12;Argentina;AR
4414;Daireaux;429;Buenos Aires;12;Argentina;AR
4415;Dolores;429;Buenos Aires;12;Argentina;AR
4416;Ensenada;429;Buenos Aires;12;Argentina;AR
4417;Escobar;429;Buenos Aires;12;Argentina;AR
4419;Exaltacion de la Cruz;429;Buenos Aires;12;Argentina;AR
4421;General Alvarado;429;Buenos Aires;12;Argentina;AR
4422;General Alvear;429;Buenos Aires;12;Argentina;AR
4423;General Arenales;429;Buenos Aires;12;Argentina;AR
4424;General Belgrano;429;Buenos Aires;12;Argentina;AR
4425;General Guido;429;Buenos Aires;12;Argentina;AR
4426;General Juan Madariaga;429;Buenos Aires;12;Argentina;AR
4427;General La Madrid;429;Buenos Aires;12;Argentina;AR
4428;General Las Heras;429;Buenos Aires;12;Argentina;AR
4429;General Lavalle;429;Buenos Aires;12;Argentina;AR
4430;General Paz;429;Buenos Aires;12;Argentina;AR
4431;General Pinto;429;Buenos Aires;12;Argentina;AR
4432;General Pueyrredon;429;Buenos Aires;12;Argentina;AR
4433;General Rodriguez;429;Buenos Aires;12;Argentina;AR
4434;General San Martin;429;Buenos Aires;12;Argentina;AR
4436;General Viamonte;429;Buenos Aires;12;Argentina;AR
4437;General Villegas;429;Buenos Aires;12;Argentina;AR
4438;Guamini;429;Buenos Aires;12;Argentina;AR
4439;Hipolito Yrigoyen;429;Buenos Aires;12;Argentina;AR
4441;Junin;429;Buenos Aires;12;Argentina;AR
4442;La Costa;429;Buenos Aires;12;Argentina;AR
4443;La Matanza;429;Buenos Aires;12;Argentina;AR
4445;Lanus;429;Buenos Aires;12;Argentina;AR
4446;Laprida;429;Buenos Aires;12;Argentina;AR
4447;Las Flores;429;Buenos Aires;12;Argentina;AR
4448;Leandro N. Alem;429;Buenos Aires;12;Argentina;AR
4449;Lincoln;429;Buenos Aires;12;Argentina;AR
4450;Loberia;429;Buenos Aires;12;Argentina;AR
4451;Lobos;429;Buenos Aires;12;Argentina;AR
4452;Lomas de Zamora;429;Buenos Aires;12;Argentina;AR
4453;Lujan;429;Buenos Aires;12;Argentina;AR
4455;Maipu;429;Buenos Aires;12;Argentina;AR
4456;Mar Chiquita;429;Buenos Aires;12;Argentina;AR
4457;Marcos Paz;429;Buenos Aires;12;Argentina;AR
4458;Mercedes;429;Buenos Aires;12;Argentina;AR
4459;Merlo;429;Buenos Aires;12;Argentina;AR
4460;Monte;429;Buenos Aires;12;Argentina;AR
4461;Monte Hermoso;429;Buenos Aires;12;Argentina;AR
4462;Moreno;429;Buenos Aires;12;Argentina;AR
4465;Navarro;429;Buenos Aires;12;Argentina;AR
4466;Necochea;429;Buenos Aires;12;Argentina;AR
4467;Olavarria;429;Buenos Aires;12;Argentina;AR
4468;Patagones;429;Buenos Aires;12;Argentina;AR
4470;Pehuajo;429;Buenos Aires;12;Argentina;AR
4471;Pellegrini;429;Buenos Aires;12;Argentina;AR
4472;Pergamino;429;Buenos Aires;12;Argentina;AR
4473;Pila;429;Buenos Aires;12;Argentina;AR
4475;Pinamar;429;Buenos Aires;12;Argentina;AR
4476;Puan;429;Buenos Aires;12;Argentina;AR
4477;Quilmes;429;Buenos Aires;12;Argentina;AR
4478;Ramallo;429;Buenos Aires;12;Argentina;AR
4479;Rauch;429;Buenos Aires;12;Argentina;AR
4480;Rivadavia;429;Buenos Aires;12;Argentina;AR
4481;Rojas;429;Buenos Aires;12;Argentina;AR
4482;Roque Perez;429;Buenos Aires;12;Argentina;AR
4483;Saavedra;429;Buenos Aires;12;Argentina;AR
4484;Saladillo;429;Buenos Aires;12;Argentina;AR
4485;Salliquelo;429;Buenos Aires;12;Argentina;AR
4486;Salto;429;Buenos Aires;12;Argentina;AR
4487;San Andres de Giles;429;Buenos Aires;12;Argentina;AR
4488;San Antonio de Areco;429;Buenos Aires;12;Argentina;AR
4489;San Cayetano;429;Buenos Aires;12;Argentina;AR
4490;La Plata;429;Buenos Aires;12;Argentina;AR
4491;San Isidro;429;Buenos Aires;12;Argentina;AR
4492;San Nicolas;429;Buenos Aires;12;Argentina;AR
4493;San Pedro;429;Buenos Aires;12;Argentina;AR
4495;Suipacha;429;Buenos Aires;12;Argentina;AR
4496;Tandil;429;Buenos Aires;12;Argentina;AR
4497;Tapalque;429;Buenos Aires;12;Argentina;AR
4498;Tigre;429;Buenos Aires;12;Argentina;AR
4499;Tordillo;429;Buenos Aires;12;Argentina;AR
4500;Tornquist;429;Buenos Aires;12;Argentina;AR
4501;Trenque Lauquen;429;Buenos Aires;12;Argentina;AR
4502;Tres Arroyos;429;Buenos Aires;12;Argentina;AR
4503;Tres de Febrero;429;Buenos Aires;12;Argentina;AR
4504;Tres Lomas;429;Buenos Aires;12;Argentina;AR
4505;Vicente Lopez;429;Buenos Aires;12;Argentina;AR
4506;Villa Gesell;429;Buenos Aires;12;Argentina;AR
4507;Villarino;429;Buenos Aires;12;Argentina;AR
4509;Zarate;429;Buenos Aires;12;Argentina;AR
4510;Ambato;431;Catamarca;12;Argentina;AR
4511;Ancasti;431;Catamarca;12;Argentina;AR
4512;Andalgala;431;Catamarca;12;Argentina;AR
4513;Antofagasta de la Sierra;431;Catamarca;12;Argentina;AR
4514;Belen;431;Catamarca;12;Argentina;AR
4515;Capayan;431;Catamarca;12;Argentina;AR
4516;Capital;431;Catamarca;12;Argentina;AR
4517;El Alto;431;Catamarca;12;Argentina;AR
4518;Fray Mamerto Esquiu;431;Catamarca;12;Argentina;AR
4519;La Paz;431;Catamarca;12;Argentina;AR
4520;Paclin;431;Catamarca;12;Argentina;AR
